filename,split,Tree,Shrub,Grass,Crop,Built-up,Barren,Water,hybrid_gemma3-4b,hybrid_qwen3-vl-8b,text_qwen3-4b,vision_gemma3-4b,vision_qwen3-vl-8b
66373.png,synth,16,0,82,0,0,2,0,"The image depicts a landscape dominated by extensive grasslands (82%) interspersed with scattered trees (16%), alongside a prominent river channel and areas of barren land (2%). The terrain appears to be characterized by rolling hills and valleys, suggesting a potentially arid or semi-arid environment.","The scene depicts a rugged, hilly landscape dominated by grasslands covering 82% of the area, with scattered tree cover (16%) concentrated in valleys and along ridges, and minimal barren land (2%) visible as sparse, exposed patches.","The scene is predominantly grassland, with 82% coverage, indicating a large area of open vegetation such as pasture or natural grass cover. Trees are sparse (16%), and barren areas are minimal (2%), suggesting a primarily agricultural or natural grass-dominated landscape.","This image depicts a rugged, mountainous landscape with a meandering river cutting through arid and semi-arid terrain, suggesting a region with limited agricultural land use and dominated by natural vegetation and rocky outcrops. The presence of a substantial river indicates a potential source of water and supports a riparian zone of green vegetation.","This satellite image shows a rugged, mountainous terrain with varied vegetation, likely in a semi-arid or temperate region, featuring winding river valleys and sparse human infrastructure such as roads or settlements."
219708.png,synth,93,0,7,0,0,0,0,"The image depicts a mountainous region dominated by dense forest (93%) interspersed with patches of grassland (7%). A prominent river or stream meanders through the valley floor, carving a path through the forested terrain.","The scene is dominated by dense tree cover (93%), forming a continuous, dark green canopy across most of the area, with sparse grassy patches (7%) visible as lighter, textured regions, particularly along winding waterways and in fragmented clearings.","The scene is predominantly forested, with tree cover accounting for 93% of the land use, indicating a dense woodland or forested area. Grass coverage is minimal at 7%, suggesting sparse open ground or edges within the forest.","This image depicts a mountainous region dominated by dense forest cover, with a prominent river winding through the valleys and a possible road or trail cutting across the landscape. Evidence of past disturbance, likely from wildfires, is visible in the lighter, exposed areas of the terrain.","This satellite image shows a rugged, forested mountainous region with a winding river carving through the terrain, and a small, isolated settlement nestled along its banks, indicating sparse human development in a remote, natural landscape."
110190.png,synth,0,0,83,16,1,0,0,"The image depicts a landscape dominated by extensive grassland (83%), interspersed with cultivated crops (16%), and a small, sparse built-up area (1%). A network of roads and drainage channels cuts through the terrain, suggesting an agricultural region with some localized settlement.","The scene is dominated by expansive grasslands, with scattered, small patches of crop fields and minimal built-up areas, suggesting a rural landscape where agriculture is secondary to natural vegetation.","The scene is predominantly grassland, with extensive natural vegetation covering 83% of the area. Crop fields occupy a smaller portion (16%), indicating a mix of natural and agricultural land use, while built-up areas are minimal (1%).","The image depicts a semi-arid landscape with extensive agricultural fields and a small settlement clustered along a road, suggesting a rural area with cultivated land and limited development. The terrain appears to be rolling hills and valleys, indicative of a potentially eroded or gently sloping landscape.","This satellite image shows a semi-arid, hilly landscape with sparse vegetation and scattered human settlements, characterized by winding roads and small clusters of buildings nestled in the valleys, indicative of rural land use in a rugged terrain."
175464.png,synth,18,0,79,1,0,2,0,"The image depicts a landscape dominated by extensive grassland (79%) interspersed with areas of sparse tree cover (18%) and a small amount of cultivated crop (1%). Significant barren land (2%) is visible, particularly along the edges and within some depressions, suggesting a rugged terrain with varied soil conditions.","The scene is dominated by grasslands (79%), interspersed with patches of tree cover (18%) and small areas of barren land (2%), suggesting a semi-arid or savanna-like landscape with sparse, scattered vegetation. The spatial layout shows a rough, textured terrain with irregular patterns, likely reflecting natural topography and vegetation distribution rather than structured human land use.","The scene is predominantly grassland, with grass covering 79% of the area, indicating a large-scale natural or pasture-based landscape. Tree coverage is minor at 18%, and crop and barren areas are negligible.","This image depicts a heavily eroded, arid landscape with extensive reddish-brown rock formations and gullies, suggesting a region of significant geological weathering and likely limited vegetation cover. The terrain appears to be characterized by steep slopes and intricate drainage patterns, indicative of a desert or semi-desert environment.","This remote sensing image depicts a rugged, arid landscape dominated by rocky outcrops and sparse vegetation, with a prominent linear feature—likely a riverbed or fault line—cutting through the terrain, suggesting a semi-desert or mountainous region with limited human development."
101252.png,synth,73,0,25,2,0,0,0,"The image depicts a landscape dominated by dense forest (73%) interspersed with areas of exposed, reddish-brown soil, likely due to erosion or disturbance. A significant portion of the area shows evidence of grassland (25%), with a small amount of cultivated land (2%) visible within the forested region.","The scene depicts a predominantly forested landscape with dense tree cover dominating 73% of the area, interspersed with patches of grassland (25%) and sparse crop fields (2%), suggesting a rural or semi-rural setting with varied terrain.","The scene is predominantly forested, with tree cover accounting for 73% of the land use, indicating a heavily wooded area. Grasslands make up a smaller portion, with only 25%, and crop coverage is minimal at 2%.","This image depicts a heavily forested region with significant areas of reddish-brown soil, likely due to erosion or mining activity, interspersed with river channels and drainage patterns. The dominant land use appears to be dense, undisturbed forest cover, though impacted by human activities in certain areas.","This satellite image shows a rugged, mountainous terrain with dense green forests covering the slopes, interspersed with lighter-toned areas of agriculture or barren land, and a winding river carving through the valley."
51472.png,synth,0,0,80,18,0,2,0,"The image depicts a landscape dominated by extensive grassland (80%), interspersed with cultivated crop fields (18%) and small areas of barren land (2%). A network of roads and linear features suggests agricultural activity and potentially drainage patterns within the hilly terrain.","The scene depicts a predominantly grass-covered landscape with scattered, small patches of cultivated crop fields and minimal barren areas, suggesting a rural, semi-arid region where agriculture is limited and natural vegetation dominates.","The scene is predominantly grassland, with extensive natural vegetation covering 80% of the area, indicating a primarily open pasture or natural grassland use.","This image depicts a hilly, arid landscape with extensive agricultural fields, primarily used for cultivation, interspersed with a network of roads and small settlements. The terrain shows significant terracing, suggesting a history of intensive farming practices in a relatively steep and dry environment.","This satellite image shows a rural, hilly landscape with terraced agriculture and patchwork fields, likely in a dry or semi-arid region, featuring a small settlement and winding roads nestled among the undulating terrain."
235972.png,synth,0,0,51,46,0,3,0,"The image depicts a landscape dominated by agricultural land, with approximately 51% covered in grass and 46% in crops, interspersed with small areas of barren land (3%). A linear feature, likely a road or irrigation channel, cuts through the agricultural fields.","The scene depicts a predominantly agricultural landscape, where grasslands and croplands dominate the spatial layout, interspersed with narrow strips of barren land and linear features like roads or waterways.","The scene is predominantly grassland, covering 51% of the area, with a significant portion dedicated to crop production at 46%. Grasslands are the dominant land use, slightly outpacing cropland.","The image depicts a landscape dominated by agricultural fields, primarily cultivated in reddish-brown hues, intersected by a linear waterway. A small area of dense, dark green vegetation suggests a forested or wooded region, contrasting with the surrounding open farmland.","This satellite image shows a patchwork of agricultural fields in a semi-arid region, characterized by varied soil tones and scattered green vegetation, intersected by a prominent road and bordered by a darker vegetated area, likely a river corridor or wetland."
86121.png,synth,36,0,64,0,0,0,0,"The image depicts a hilly landscape dominated by extensive grassland (64%) interspersed with scattered trees (36%). A prominent drainage channel or river valley cuts through the terrain, contributing to the varied topography.","The scene depicts a predominantly grassland-dominated landscape, covering 64% of the area, with scattered tree cover (36%) forming patches and linear features, suggesting a semi-arid or savanna-like environment with interspersed vegetation.","The scene is dominated by grass cover, indicating an open, likely agricultural or natural pasture landscape with minimal tree cover.","The image depicts a rugged, mountainous terrain with a mix of sparse vegetation and exposed rock, suggesting a semi-arid or arid environment. A winding river or drainage channel cuts through the landscape, indicating a potential area of limited agricultural or settlement activity.","This satellite image shows a rugged, arid landscape dominated by dry, brown terrain with sparse vegetation, featuring a winding river or stream cutting through the valley and a distinct, darker green patch indicating a forested or wetland area."
65632.png,synth,94,0,6,0,0,0,0,"The image depicts a landscape dominated by dense forest cover (94%) with a smaller area of sparse grass (6%). A prominent river or stream meanders through the forested terrain, exhibiting some exposed banks and variations in vegetation density along its course.","The scene is dominated by dense tree cover (94%), forming a continuous, dark green canopy that blankets most of the landscape, with a narrow, winding waterway cutting through the center and a small patch of lighter, possibly grassy or disturbed area in the lower right.","The scene is predominantly forested, with tree cover accounting for 94% of the land use, indicating a dense woodland or forested area. Grass coverage is minimal at 6%, suggesting sparse or secondary vegetation.","The image depicts a heavily forested region, likely a tropical or subtropical mountain range, with a prominent river winding through the dense vegetation. The terrain shows significant elevation changes and a mix of forested slopes and exposed rocky areas.","This satellite image shows a rugged, mountainous terrain with a prominent river or stream carving a valley through dense, forested slopes. The varied green and brown hues indicate mixed vegetation and exposed earth, with a small settlement or cluster of structures visible near the water’s edge."
107638.png,synth,11,0,39,49,0,0,1,"The image depicts a landscape dominated by agricultural land, with approximately 49% consisting of crops, 39% of grass, and 11% of trees, interspersed with a small settlement. A linear feature, likely a road, traverses the terrain, and a small body of water is visible in the foreground.","The scene is dominated by agricultural land use, with crop fields (49%) forming the largest spatially contiguous area, interspersed with grasslands (39%) and fragmented tree cover (11%), all bisected by waterways and linear infrastructure.","The scene is primarily agricultural, with crops covering 49% of the area, making it the dominant land use. Grass covers a significant secondary portion, suggesting pasture or natural vegetation within the farmland.","The image depicts a landscape dominated by agricultural fields, likely used for farming, interspersed with rolling hills and a meandering river. A small settlement is located in a valley, alongside a road that cuts through the terrain.","This satellite image shows a patchwork of agricultural fields in varying shades of green and brown, interspersed with winding waterways and a small cluster of buildings, likely a rural settlement, nestled within a gently undulating landscape."
260127.png,synth,6,0,26,68,0,0,0,"The image depicts a landscape dominated by cultivated crops (68%), interspersed with areas of grass (26%) and scattered trees (6%). A network of linear features, likely drainage channels or irrigation systems, cuts through the agricultural fields, suggesting a managed landscape with significant agricultural activity.","The scene depicts a patchwork of agricultural land, dominated by croplands (68%) arranged in geometric fields, interspersed with grasslands (26%) and scattered tree cover (6%), suggesting a managed rural landscape with clear field boundaries and minor natural vegetation.","The scene is primarily agricultural, with crop covering 68% of the area, indicating a dominant land use of farming or cultivated land.","This image depicts a landscape dominated by agricultural fields, likely used for farming, interspersed with a network of drainage channels and small bodies of water. The area appears to be characterized by a patchwork of cultivated land and natural water features, suggesting a region with intensive agricultural practices.","This satellite image shows a patchwork of agricultural fields in varying shades of green and brown, interspersed with dark, winding waterways that suggest a river or stream system, characteristic of a rural, cultivated landscape."
160886.png,synth,1,0,90,3,0,6,0,"The image depicts a rugged, mountainous landscape dominated by extensive grasslands (90%) interspersed with areas of barren land (6%). A narrow, winding river channel cuts through the terrain, supporting a small amount of cultivated crop (3%) and a negligible amount of tree cover (1%).","The scene depicts a rugged, mountainous terrain dominated by grasslands (90%), with sparse tree cover (1%) and small patches of crop and barren land (3% and 6% respectively), suggesting a semi-arid or highland environment with limited agricultural development.","The scene is predominantly covered by grass, indicating a large-scale natural or pastureland area with minimal agricultural or developed land use.","This image depicts a rugged, arid landscape characterized by extensive canyons and mountain ranges, likely a desert or semi-arid region with sparse vegetation. A prominent river channel winds through the terrain, suggesting a potential area for limited agriculture or human settlement.","This remote sensing image shows a rugged, arid mountainous region with prominent ridges and valleys, characterized by sparse vegetation and exposed earth tones. A winding road or river cuts through the terrain, highlighting human or natural pathways through the otherwise barren landscape."
183040.png,synth,54,0,40,5,0,1,0,"The image depicts a landscape dominated by dense tree cover (54%) interspersed with extensive areas of grass (40%), with a small proportion of cultivated crops (5%) and minimal barren land (1%). The terrain appears hilly or mountainous, exhibiting varied shading and textural differences across the vegetation.","The scene is dominated by dense tree cover (54%) interspersed with extensive grasslands (40%), forming a patchwork landscape with minor areas of crop fields (5%) and barren land (1%), suggesting a mixed-use rural or semi-natural environment.","The scene is primarily forested, with trees covering 54% of the area, making it the dominant land use. Grasslands account for a significant secondary portion at 40%, while crops and barren areas are minor.","This image depicts a mountainous region with a mix of forested slopes and extensive, light-colored, likely arid, grasslands or shrublands at lower elevations. The terrain shows significant topographic variation, with ridges and valleys suggesting a rugged, hilly landscape.","This satellite image shows a rugged, mountainous terrain with a mix of forested areas (dark green) and exposed, rocky or sparsely vegetated slopes (tan and brown), indicating varied land use and topography. A prominent river or stream cuts through the landscape, carving a valley and defining the region’s hydrological feature."
270347.png,synth,0,0,77,15,0,8,0,"The image depicts a landscape dominated by extensive grasslands (77%), interspersed with cultivated crops (15%), and small areas of barren land (8%). It shows a terrain characterized by numerous, deeply incised river valleys and ridges, suggesting a region with significant fluvial erosion and a relatively arid climate.","The scene depicts a predominantly grass-covered landscape, with patches of crop fields and sparse barren areas, suggesting a rural or semi-arid region where agriculture is practiced on a limited scale within a largely natural, vegetated terrain.","The scene is predominantly grassland, with extensive natural vegetation covering 77% of the area, indicating a large-scale grassy landscape such as pasture or open fields. Crop cultivation accounts for a smaller portion (15%), suggesting limited agricultural activity.","This image depicts a rugged, arid landscape characterized by extensive canyons and mesas, likely within a desert or semi-arid region. The dominant land use appears to be sparsely vegetated, with a reddish-brown coloration suggesting iron-rich soils and limited surface moisture.","This remote sensing image depicts a rugged, arid mountainous region with prominent terraced slopes and sparse vegetation, indicative of dryland agriculture or natural erosion patterns in a semi-desert or highland environment."
70227.png,synth,39,0,61,0,0,0,0,"The image depicts a landscape dominated by extensive grasslands (61%) interspersed with scattered trees (39%), situated within a rugged, hilly terrain. The ground appears dry and barren, suggesting a potentially arid or semi-arid environment.","The scene depicts a rugged, mountainous terrain where grasslands dominate at 61%, interspersed with patches of tree cover at 39%, suggesting a mixed-use landscape shaped by topography and natural vegetation patterns.","The scene is predominantly grassland, with a minor presence of trees, indicating an open, natural or agricultural landscape with limited forest cover.","This remote sensing image depicts a rugged, arid landscape with extensive areas of dry, brown terrain interspersed with patches of green vegetation, likely indicating some scattered areas of scrub or limited vegetation cover. The image shows a mountainous region with significant drainage patterns and erosion features.","This satellite image shows a rugged, mountainous terrain with patchy vegetation, likely in a semi-arid or highland region, where sparse green areas contrast with dominant brown and tan earth tones, indicating limited agriculture or natural scrubland."
144921.png,synth,0,0,96,0,0,4,0,"The image depicts a landscape dominated by extensive grassland (96%), interspersed with small areas of barren land (4%). A prominent, winding river channel cuts through the terrain, suggesting a valley or drainage area within a mountainous region.","The scene depicts a rugged, mountainous terrain dominated by grassland covering 96% of the area, with sparse barren patches making up the remaining 4%, suggesting a largely natural, vegetated landscape with minimal human disturbance.","The scene is predominantly grassland, indicating a well-developed natural or managed pasture. A small portion is barren, suggesting sparse or degraded land cover.","This image depicts a rugged, mountainous terrain with extensive erosion and gullies, suggesting arid or semi-arid land use with limited vegetation cover. A prominent river channel winds through the valley, indicating a potential water source and possibly supporting some localized agriculture or settlement.","This remote sensing image shows a rugged, arid mountainous region with prominent ridges and valleys, characterized by sparse vegetation and earthy tones, suggesting a dry, possibly semi-desert or high-altitude environment with limited human development."
100475.png,synth,0,0,90,10,0,0,0,"The image depicts a landscape dominated by extensive grassland (90%), interspersed with small areas of cultivated crops (10%). Prominent linear features suggest drainage channels and possibly some topographic relief, with a generally undulating terrain.","The scene is dominated by grassland, covering 90% of the area with a patchy, textured appearance suggesting natural or lightly managed vegetation, while 10% consists of scattered crop fields, likely appearing as smaller, more uniform patches within the broader grassy expanse.","The scene is predominantly grassland, with only a small fraction covered by crops. This indicates a primarily natural or pasture-based land use.","The image depicts a rugged, arid landscape with extensive areas of bare rock and sparse vegetation, likely representing a desert or semi-desert environment. Linear features suggest drainage channels and possibly some limited agricultural or grazing land within the broader rocky terrain.","This remote sensing image depicts a rugged, mountainous terrain characterized by complex topography with interlocking ridges and valleys, likely covered in forest or scrubland, as indicated by the varied brown and green tones. The absence of clear linear features or uniform patterns suggests minimal human development, pointing to a natural, undeveloped landscape."
137266.png,synth,3,0,94,0,0,3,0,"The image depicts a landscape dominated by extensive grasslands (94%), interspersed with small areas of barren land (3%) and a limited amount of tree cover (3%). Several linear features, likely river channels or drainage paths, are visible throughout the scene.","The scene is predominantly covered by grass (94%), with sparse tree cover (3%) and minor barren areas (3%), suggesting a largely open, vegetated landscape with subtle topographic variation and minimal human development.","The scene is predominantly grassland, with nearly 94% coverage, indicating a large open area of natural or managed grass cover. Trees are sparse (3%), and barren areas are minimal (3%), suggesting the land is primarily used for pasture or natural grassy vegetation.","This image depicts a rugged, arid landscape with extensive areas of sparse vegetation and reddish-brown soil, likely a desert or semi-arid region. A prominent, meandering river channel cuts through the terrain, suggesting a critical water source and potentially supporting localized vegetation patches.","This satellite image shows a rugged, mountainous terrain with patchy vegetation and exposed earth, likely indicating a semi-arid or highland region. A prominent, winding river or stream cuts through the landscape, carving a valley and defining the topography."
199835.png,synth,23,0,77,0,0,0,0,"The image depicts a landscape dominated by extensive grasslands (77%) interspersed with scattered trees (23%), primarily concentrated along drainage channels and lower slopes. The terrain appears rugged and hilly, with numerous linear features suggesting riverbeds or drainage patterns.","The scene depicts a rugged, hilly terrain where grasslands dominate (77%) and are interspersed with patches of tree cover (23%), suggesting a semi-arid or mountainous landscape with sparse, scattered vegetation.","The scene is dominated by grass cover, indicating an open, likely agricultural or natural pastureland use. Tree coverage is minimal, suggesting sparse woodland or scattered vegetation within a predominantly grassy landscape.","The image depicts a rugged, mountainous landscape with extensive areas of dry, reddish-brown vegetation, likely scrubland or desert, interspersed with patches of denser, green vegetation along drainage channels. A network of winding river systems cuts through the terrain, suggesting a region with significant fluvial erosion and potentially limited agricultural land use.","This satellite image shows a rugged, mountainous terrain with a complex network of valleys and ridges, characterized by patchy vegetation and exposed earth tones, indicative of arid or semi-arid land use with limited human development."
12366.png,synth,100,0,0,0,0,0,0,"The image depicts a heavily forested area dominated by dense tree cover (100%), with a prominent river meandering through the landscape and flowing into a valley. The terrain appears hilly and undulating, suggesting a mountainous or hilly region.","The scene is entirely covered by dense tree canopy, indicating a continuous forested landscape with no visible clearings or non-vegetated areas. The spatial layout shows a complex, undulating terrain with varying shades of green, suggesting diverse tree species or canopy density across the rugged topography.","The scene is dominated by forest land use, with 100% coverage of trees, indicating a dense, continuous woodland or natural forest area.","This image depicts a heavily forested mountainous region, likely a tropical or subtropical area, with a prominent river winding through the valleys and slopes. The varied shades of green suggest a diverse range of vegetation types and potentially some areas of disturbed land along the riverbank.","This satellite image shows a river meandering through a predominantly forested or vegetated landscape, with a distinct, lighter-toned area suggesting a cleared or developed zone along the riverbank, possibly for agriculture or settlement. The surrounding terrain appears rugged and hilly, with varied green and brown hues indicating diverse vegetation and topography."
26901.png,synth,71,0,24,5,0,0,0,"The image depicts a landscape dominated by dense forest (71%) interspersed with areas of grassland (24%) and a small patch of cultivated crops (5%). A prominent river channel cuts through the terrain, flowing through a region characterized by undulating terrain and a small settlement in the lower right corner.","The scene is dominated by dense tree cover (71%), interspersed with patches of grassland (24%) and small, scattered crop fields (5%), suggesting a rural landscape where forestry is the primary land use, with agriculture occurring in fragmented, smaller areas.","The scene is predominantly forested, with trees covering 71% of the area, indicating a heavily wooded landscape. Grasslands make up a smaller portion, and crops are minimal, suggesting limited agricultural activity.","This image depicts a mountainous region with dense forest cover interspersed with areas of agricultural land, likely cultivated fields, and a small settlement nestled in the foothills. A prominent river meanders through the landscape, carving a valley through the terrain.","This satellite image shows a patchwork of agricultural fields and forested areas, with a winding river cutting through the landscape and a small settlement visible near the water’s edge."
279519.png,synth,55,0,44,0,1,0,0,"The image depicts a landscape dominated by dense tree cover (55%) and extensive grassland (44%), with a meandering river running through the center. A small area of built-up land (1%) is visible in the upper left corner, suggesting a localized settlement.","The scene is dominated by dense tree cover (55%) interspersed with grasslands (44%), forming a largely natural, forested landscape with minimal human development. A small built-up area (1%) is visible as a patchwork cluster in the upper left, indicating sparse settlement.","The scene is predominantly forested, with trees covering 55% of the area, indicating a forest or wooded landscape. Grasslands make up a significant secondary land cover (44%), suggesting open vegetation such as meadows or natural grasslands, while built-up areas are minimal at 1%.","The image depicts a heavily forested mountainous region with a meandering river cutting through the landscape, while a small settlement is located along the riverbank. The terrain shows significant topographic variation and appears to be dominated by dense vegetation cover.","This satellite image shows a rural landscape dominated by dense green forests interspersed with patches of cleared land, likely for agriculture or settlement, and a winding river cutting through the terrain. The topography appears hilly or mountainous, with the river carving a visible path through the valley."
216769.png,synth,86,2,12,0,0,0,0,"The image depicts a landscape dominated by dense forest (86%) interspersed with patches of exposed, rocky terrain and sparse grass (12%). A meandering water feature cuts through the forested area, suggesting a river or stream channel.","The scene is dominated by dense tree cover (86%), forming a continuous, dark green canopy across most of the landscape, with scattered patches of lighter-toned grass (12%) and minimal shrubbery (2%) visible in open or transitional areas.","The scene is dominated by trees, indicating a forested or wooded land use. A small portion is covered by grass, with minimal shrub coverage.","The image depicts a mountainous region dominated by dense forest cover, interspersed with areas of exposed rock and disturbed ground, likely due to erosion or past mining activity. A meandering river flows through the valley, carving its way through the landscape.","This satellite image shows a rugged, forested mountainous region with patches of cleared land and agricultural fields, likely in a temperate or boreal zone, where human activity is visible as small, irregular clearings and roads winding through the dense green canopy."
119488.png,synth,0,0,88,0,0,12,0,"The image depicts a landscape dominated by extensive grassland (88%), interspersed with areas of barren land (12%). The terrain appears rugged and hilly, with visible linear features suggesting drainage channels or gullies within the grassy areas.","The scene is dominated by grassland, covering 88% of the area with a mottled, textured appearance suggesting varied vegetation or topography, while 12% consists of barren land, likely exposed soil or rock, creating a patchwork contrast across the landscape.","The scene is predominantly grassland, indicating a large area of open, vegetated land likely used for pasture or natural grass cover. A small portion (12%) is barren, suggesting sparse or non-vegetated areas such as bare soil or rock.","This image depicts a rugged, mountainous landscape with predominantly barren, reddish-brown terrain, likely composed of exposed rock and soil. The presence of drainage channels suggests intermittent water flow and a lack of significant vegetation cover.","This satellite image shows a rugged, mountainous terrain with complex topography, characterized by deep valleys and ridges. The land use appears predominantly natural, with patches of forest or shrubland interspersed with areas of bare earth or sparse vegetation, suggesting a remote, possibly arid or semi-arid region."
159592.png,synth,20,0,78,0,0,2,0,"The image depicts a landscape dominated by extensive grass cover (78%), interspersed with scattered trees (20%) and minimal barren areas (2%). A network of linear features, likely drainage channels or gullies, cuts through the terrain, suggesting a relatively rugged and possibly arid environment.","The scene is dominated by grasslands covering 78% of the area, interspersed with patches of tree cover (20%) and sparse barren land (2%), suggesting a semi-arid or mountainous landscape with natural vegetation as the primary land use.","The scene is predominantly covered by grass, indicating a natural grassland or pastureland with minimal tree cover and very little barren area.","This image depicts a rugged, arid landscape characterized by extensive rocky terrain and sparse vegetation, likely a desert or semi-desert environment. A winding river or drainage channel cuts through the darker, vegetated areas, suggesting a potential source of water and influencing the distribution of land use.","This satellite image shows a rugged, mountainous terrain with patchwork patterns of agriculture and sparse vegetation, indicative of terraced farming in a semi-arid or Mediterranean climate zone. A winding road and a small settlement are visible in the lower right, nestled within the valley."
214789.png,synth,35,0,64,1,0,0,0,"The image depicts a landscape dominated by extensive areas of grass (64%), interspersed with patches of trees (35%), and a small area of cultivated crops (1%). A prominent, linear drainage channel cuts through the terrain, suggesting a river or stream valley with associated slopes and varied terrain.","The scene is dominated by grasslands (64%), interspersed with patches of tree cover (35%) and sparse crop areas (1%), suggesting a rural or semi-arid landscape with a mix of natural vegetation and limited agriculture.","The scene is predominantly grassland, with grass covering 64% of the area, indicating a large-scale natural or pastureland use. Trees make up a smaller portion (35%), and crops are minimal (1%), suggesting limited agricultural activity.","This image depicts a rugged, mountainous landscape with a mix of forested areas and arid, reddish-brown terrain, likely indicating a transition zone between higher elevations and drier, possibly desert-like conditions. A prominent river or drainage channel winds through the valley, suggesting a significant water source and supporting vegetation in its immediate vicinity.","This satellite image shows a rugged, mountainous terrain with varied land use, including patches of dense forest (dark green), exposed rocky outcrops (brown and gray), and possible agricultural or cleared areas (lighter tones). A winding river or stream cuts through the landscape, carving a valley and reflecting light, while a small, distinct reddish-orange feature suggests a mineral deposit or man-made structure."
56558.png,synth,0,0,93,4,0,3,0,"The image depicts a landscape dominated by extensive grassland (93%), with a small area of cultivated crops (4%) and minimal barren land (3%). The terrain appears undulating with visible linear features suggesting drainage patterns and possibly eroded areas.","The scene is dominated by grasslands covering 93% of the area, with a patchwork of sparse crop fields (4%) and small barren patches (3%) scattered across a rugged, textured terrain.","The scene is predominantly grassland, with extensive natural vegetation covering nearly 93% of the area. Crop and barren land make up a small fraction, indicating minimal agricultural or exposed land use.","This image depicts a vast, arid landscape likely dominated by desert or semi-arid land use, characterized by extensive, winding drainage channels and subtle topographic variations suggesting a rocky, eroded terrain. The overall color palette indicates a sandy or dusty surface with minimal vegetation cover.","This remote sensing image depicts a rugged, arid landscape dominated by desert terrain with sparse vegetation, characterized by winding riverbeds and dry washes cutting through undulating, rocky hills. The muted earth tones and lack of dense development suggest a remote, sparsely populated region with limited human infrastructure."
33166.png,synth,0,0,3,97,0,0,0,"The image depicts a landscape dominated by cultivated crops (97%), with a small area of grass (3%) visible along a linear feature, likely a road or drainage channel. The terrain appears relatively flat with numerous irregularly shaped fields.","The scene depicts a predominantly agricultural landscape, where 97% of the area is covered by cultivated crops arranged in a patchwork of fields, interspersed with small, scattered grassy areas. A winding waterway cuts through the terrain, adding a linear feature to the otherwise fragmented rural layout.","The scene is predominantly agricultural, with 97% of the area covered by crops, indicating a large-scale farming landscape. Grass covers only a small fraction (3%), suggesting limited natural or pasture land use.","The image depicts a landscape dominated by agricultural fields, likely cultivated for farming, interspersed with some areas of natural vegetation. A prominent, linear feature – possibly a drainage channel or road – cuts across the terrain, suggesting a human-modified landscape within a broader, undulating agricultural region.","This satellite image shows a patchwork of agricultural fields in a rural landscape, characterized by varied soil tones and crop types, with a prominent river or stream winding through the terrain and defining the land use pattern."
222773.png,synth,41,7,34,0,0,1,17,"The image depicts a landscape dominated by dense forest (41%) along a winding river channel, with significant areas of grassland (34%) and a smaller proportion of barren land (1%). A substantial body of water (17%) occupies the lower portion of the image, flanked by steep, brown-toned hills and scattered shrub cover (7%).","The scene features a large, winding water body dominating the center, bordered by a mix of dense tree cover and grasslands, with sparse shrub and barren areas in the surrounding terrain.","The scene is dominated by grassland (34%), with significant tree cover (41%), indicating a mix of natural vegetation and open grassy areas. This suggests a landscape with a strong grassland component and moderate forest coverage, likely in a temperate or savanna-like environment.","This image depicts a mountainous region with a large, deep lake nestled within a valley, surrounded by dense forest cover and arid, reddish-brown terrain. The landscape suggests a transition between forested highlands and a water-rich valley floor, likely influenced by a river system.","This satellite image shows a deep, winding river or fjord cutting through rugged, forested mountains, with a prominent, light-colored coastal plain or delta at its mouth, indicating a significant land-water interface in a mountainous region."
48692.png,synth,97,0,3,0,0,0,0,"The image depicts a landscape dominated by dense forest cover (97%) with scattered patches of grass (3%), and characterized by a meandering river system cutting through the terrain. The terrain appears hilly and undulating, suggesting a forested mountainous region.","The scene is overwhelmingly dominated by dense tree cover, forming a continuous, textured green canopy that blankets nearly the entire area, with only sparse, scattered patches of grass visible. This suggests a forested or heavily wooded landscape with minimal open ground.","The scene is dominated by forest cover, indicating a primarily wooded land use with minimal grassland.","This image depicts a heavily forested mountainous region, likely a tropical rainforest, characterized by dense vegetation and meandering river systems carving through the terrain. The varied shades of green and brown indicate different vegetation types and soil conditions within the landscape.","This satellite image shows a rugged, forested mountainous region with varied vegetation, likely a tropical or subtropical highland, where winding rivers and streams cut through the terrain, creating a complex network of valleys and ridges."
36832.png,synth,0,0,100,0,0,0,0,"The image depicts a landscape dominated by extensive areas of grass, covering approximately 100% of the observed area. It shows a relatively flat terrain with subtle linear features, likely representing shallow drainage channels or minor riverbeds, all covered in a uniform brown grass cover.","The scene is entirely covered by grass, forming a continuous, undulating landscape with subtle variations in tone suggesting gentle topography and natural vegetation patterns. There are no discernible human structures or other land cover types, indicating a pristine, natural grassland expanse.","The scene is dominated by extensive grassland coverage, indicating a primarily agricultural or natural pastureland use.","This image depicts a vast, arid landscape likely consisting of desert or semi-arid terrain, characterized by extensive sand dunes and subtle linear drainage patterns suggesting intermittent river systems. The overall color palette indicates a predominance of sandy and rocky soils with minimal vegetation cover.","This satellite image shows a rugged, arid or semi-arid landscape dominated by undulating terrain with sparse vegetation, likely a mountainous or hilly region. Key features include winding linear patterns suggesting roads or riverbeds, and small, scattered white patches that may be water bodies or snow, indicating a high-altitude or seasonally dry environment."
